能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	935.8	98.402%	 	
核能(Nuclear)		小計	1902.0(3.441%)	935.8(3.516%)			
燃煤(Coal)		林口#1	800.0	752.6	94.075%	 	
燃煤(Coal)		林口#2	800.0	760.9	95.113%	 	
燃煤(Coal)		林口#3	800.0	757.7	94.713%	 	
燃煤(Coal)		台中#1	550.0	278.8	50.691%	環保限制	
燃煤(Coal)		台中#2	550.0	273.0	49.636%	環保限制	
燃煤(Coal)		台中#3	550.0	289.8	52.691%	環保限制	
燃煤(Coal)		台中#4	550.0	283.1	51.473%	環保限制	
燃煤(Coal)		台中#5	550.0	285.3	51.873%	環保限制	
燃煤(Coal)		台中#6	550.0	286.5	52.091%	環保限制	
燃煤(Coal)		台中#7	550.0	338.7	61.582%	環保限制	
燃煤(Coal)		台中#8	550.0	290.0	52.727%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	294.7	53.582%	運轉限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	0.0	0.000%	故障	
燃煤(Coal)		興達#4(註12)	550.0	514.0	93.455%	 	
燃煤(Coal)		大林#1	800.0	757.0	94.625%	 	
燃煤(Coal)		大林#2	800.0	757.0	94.625%	 	
燃煤(Coal)		小計	10600.0(19.179%)	6919.1(25.995%)			
汽電共生(Co-Gen)		汽電共生	631.4	903.5	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	903.5(3.395%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	519.7	80.133%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	551.9	85.098%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	278.2	46.367%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	564.8	94.133%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	572.2	95.367%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.604%)	2486.8(9.343%)			
燃氣(LNG)		大潭CC#1	742.7	614.7	82.766%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	662.4	89.188%	 	
燃氣(LNG)		大潭CC#3	724.7	616.1	85.014%	 	
燃氣(LNG)		大潭CC#4	724.7	615.5	84.932%	 	
燃氣(LNG)		大潭CC#5	724.7	649.5	89.623%	 	
燃氣(LNG)		大潭CC#6	724.7	663.8	91.597%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	514.2	-	部分檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	844.0	94.555%	 	
燃氣(LNG)		通霄CC#2	892.6	871.0	97.580%	 	
燃氣(LNG)		通霄CC#3	892.6	863.7	96.762%	 	
燃氣(LNG)		通霄CC#4	386.0	228.5	59.197%	部分檢修	
燃氣(LNG)		通霄CC#5	386.0	329.6	85.389%	運轉限制	
