能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	683.2	71.840%	燃料限制	
核能(Nuclear)		核三#2	951.0	941.5	99.001%	 	
核能(Nuclear)		小計	1902.0(3.449%)	1624.7(6.125%)			
燃煤(Coal)		林口#1	800.0	26.1	3.263%	運轉限制	
燃煤(Coal)		林口#2	800.0	760.3	95.037%	 	
燃煤(Coal)		林口#3	800.0	756.1	94.512%	 	
燃煤(Coal)		台中#1	550.0	393.3	71.509%	環保限制	
燃煤(Coal)		台中#2	550.0	176.6	32.109%	運轉限制	
燃煤(Coal)		台中#3	550.0	410.2	74.582%	環保限制	
燃煤(Coal)		台中#4	550.0	404.2	73.491%	環保限制	
燃煤(Coal)		台中#5	550.0	456.7	83.036%	環保限制	
燃煤(Coal)		台中#6	550.0	528.7	96.127%	測試運轉 	
燃煤(Coal)		台中#7	550.0	95.5	17.364%	運轉限制	
燃煤(Coal)		台中#8	550.0	354.7	64.491%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	373.5	67.909%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	328.1	59.655%	運轉限制	
燃煤(Coal)		興達#4(註12)	550.0	387.0	70.364%	環保限制	
燃煤(Coal)		大林#1	800.0	759.4	94.925%	 	
燃煤(Coal)		大林#2	800.0	711.5	88.938%	運轉限制	
燃煤(Coal)		小計	10600.0(19.223%)	6921.9(26.093%)			
汽電共生(Co-Gen)		汽電共生	631.4	1040.6	-	 	
汽電共生(Co-Gen)		小計	631.4(1.145%)	1040.6(3.923%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	319.2	49.217%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	608.7	93.856%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	312.7	52.117%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	515.6	85.933%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	562.4	93.733%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.617%)	2318.6(8.740%)			
燃氣(LNG)		大潭CC#1	742.7	624.2	84.045%	 	
燃氣(LNG)		大潭CC#2	742.7	686.7	92.460%	 	
燃氣(LNG)		大潭CC#3	724.7	643.5	88.795%	 	
燃氣(LNG)		大潭CC#4	724.7	628.3	86.698%	 	
燃氣(LNG)		大潭CC#5	724.7	585.9	80.847%	 	
燃氣(LNG)		大潭CC#6	724.7	659.9	91.058%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
