能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	937.0	98.528%	 	
核能(Nuclear)		小計	1902.0(3.441%)	937.0(3.121%)			
燃煤(Coal)		林口#1	800.0	751.9	93.988%	 	
燃煤(Coal)		林口#2	800.0	761.9	95.238%	 	
燃煤(Coal)		林口#3	800.0	758.4	94.800%	 	
燃煤(Coal)		台中#1	550.0	321.3	58.418%	環保限制	
燃煤(Coal)		台中#2	550.0	321.9	58.527%	環保限制	
燃煤(Coal)		台中#3	550.0	330.2	60.036%	環保限制	
燃煤(Coal)		台中#4	550.0	331.5	60.273%	環保限制	
燃煤(Coal)		台中#5	550.0	0.0	0.000%	檢修	
燃煤(Coal)		台中#6	550.0	531.1	96.564%	測試運轉 	
燃煤(Coal)		台中#7	550.0	329.4	59.891%	環保限制	
燃煤(Coal)		台中#8	550.0	332.7	60.491%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	335.0	60.909%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	505.2	91.855%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	515.5	93.727%	環保限制	
燃煤(Coal)		大林#1	800.0	757.0	94.625%	 	
燃煤(Coal)		大林#2	800.0	757.0	94.625%	 	
燃煤(Coal)		小計	10600.0(19.178%)	7640.0(25.447%)			
汽電共生(Co-Gen)		汽電共生	631.4	908.6	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	908.6(3.026%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	550.6	84.897%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	576.9	88.952%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	280.4	46.733%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	524.5	87.417%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	573.7	95.617%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.603%)	2506.1(8.347%)			
燃氣(LNG)		大潭CC#1	742.7	637.3	85.809%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	697.7	93.941%	 	
燃氣(LNG)		大潭CC#3	724.7	668.0	92.176%	 	
燃氣(LNG)		大潭CC#4	724.7	299.9	41.383%	部分歲修	
燃氣(LNG)		大潭CC#5	724.7	687.9	94.922%	 	
燃氣(LNG)		大潭CC#6	724.7	670.2	92.480%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	1055.9	-	 	
