能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	937.0	98.528%	 	
核能(Nuclear)		小計	1902.0(3.441%)	937.0(2.714%)			
燃煤(Coal)		林口#1	800.0	751.8	93.975%	 	
燃煤(Coal)		林口#2	800.0	763.0	95.375%	 	
燃煤(Coal)		林口#3	800.0	756.9	94.613%	 	
燃煤(Coal)		台中#1	550.0	423.6	77.018%	運轉限制	
燃煤(Coal)		台中#2	550.0	424.1	77.109%	環保限制	
燃煤(Coal)		台中#3	550.0	426.2	77.491%	環保限制	
燃煤(Coal)		台中#4	550.0	419.6	76.291%	環保限制	
燃煤(Coal)		台中#5	550.0	477.6	86.836%	環保限制	
燃煤(Coal)		台中#6	550.0	534.1	97.109%	測試運轉 	
燃煤(Coal)		台中#7	550.0	529.6	96.291%	環保檢測	
燃煤(Coal)		台中#8	550.0	483.6	87.927%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	431.4	78.436%	運轉限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	0.0	0.000%	檢修	
燃煤(Coal)		興達#4(註12)	550.0	327.7	59.582%	環保限制	
燃煤(Coal)		大林#1	800.0	758.6	94.825%	 	
燃煤(Coal)		大林#2	800.0	761.0	95.125%	 	
燃煤(Coal)		小計	10600.0(19.180%)	8268.8(23.949%)			
汽電共生(Co-Gen)		汽電共生	631.4	1591.7	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	1591.7(4.610%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	566.5	87.349%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	609.8	94.025%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	275.0	45.833%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	564.5	94.083%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	569.9	94.983%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.604%)	2585.7(7.489%)			
燃氣(LNG)		大潭CC#1	742.7	636.3	85.674%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	694.4	93.497%	 	
燃氣(LNG)		大潭CC#3	724.7	662.3	91.390%	 	
燃氣(LNG)		大潭CC#4	724.7	639.2	88.202%	 	
燃氣(LNG)		大潭CC#5	724.7	687.3	94.839%	 	
燃氣(LNG)		大潭CC#6	724.7	671.5	92.659%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	510.1	-	部分檢修	
