核能(Nuclear)		核三#1	951.0	711.7	74.837%	燃料限制	
核能(Nuclear)		核三#2	951.0	933.5	98.160%	 	
核能(Nuclear)		小計	1902.0(3.454%)	1645.2(5.084%)			
燃煤(Coal)		林口#1	800.0	671.5	83.938%	 	
燃煤(Coal)		林口#2	800.0	760.1	95.012%	 	
燃煤(Coal)		林口#3	800.0	754.7	94.338%	 	
燃煤(Coal)		台中#1	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#2	550.0	386.9	70.345%	 	
燃煤(Coal)		台中#3	550.0	365.3	66.418%	 	
燃煤(Coal)		台中#4	550.0	372.8	67.782%	 	
燃煤(Coal)		台中#5	550.0	544.7	99.036%	環保測試 	
燃煤(Coal)		台中#6	550.0	389.2	70.764%	 	
燃煤(Coal)		台中#7	550.0	379.4	68.982%	 	
燃煤(Coal)		台中#8	550.0	384.0	69.818%	 	
燃煤(Coal)		台中#9	550.0	386.1	70.200%	運轉限制	
燃煤(Coal)		台中#10	550.0	374.9	68.164%	運轉限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	255.0	46.364%	 	
燃煤(Coal)		興達#4(註12)	550.0	279.2	50.764%	 	
燃煤(Coal)		大林#1	800.0	762.5	95.312%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(19.247%)	7825.7(24.185%)			
汽電共生(Co-Gen)		汽電共生	631.4	671.2	-	 	
汽電共生(Co-Gen)		小計	631.4(1.146%)	671.2(2.074%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	602.2	92.853%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	614.6	94.765%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	422.0	70.333%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	563.5	93.917%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	569.5	94.917%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.624%)	2771.8(8.566%)			
燃氣(LNG)		大潭CC#1	742.7	637.9	85.889%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	702.1	94.533%	 	
燃氣(LNG)		大潭CC#3	724.7	665.9	91.886%	 	
燃氣(LNG)		大潭CC#4	724.7	621.5	85.760%	 	
燃氣(LNG)		大潭CC#5	724.7	614.7	84.821%	 	
燃氣(LNG)		大潭CC#6	724.7	646.4	89.196%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	 	
燃氣(LNG)		大潭CC#8(註10)	-	507.7	-	部分檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	842.7	94.410%	 	
燃氣(LNG)		通霄CC#2	892.6	863.1	96.695%	 	
燃氣(LNG)		通霄CC#3	892.6	861.5	96.516%	 	
燃氣(LNG)		通霄CC#4	386.0	349.2	90.466%	 	
燃氣(LNG)		通霄CC#5	386.0	337.3	87.383%	 	
燃氣(LNG)		通霄CC#6	321.2	305.7	95.174%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	部分故障	
燃氣(LNG)		興達CC#1	445.2	331.6	74.485%	 	
燃氣(LNG)		興達CC#2	445.2	404.0	90.748%	 	
燃氣(LNG)		興達CC#3	445.2	392.2	88.097%	 	
燃氣(LNG)		興達CC#4	445.2	366.9	82.414%	 	
燃氣(LNG)		興達CC#5	445.2	431.4	96.902%	 	
燃氣(LNG)		南部CC#1	288.8	242.3	83.899%	 	
燃氣(LNG)		南部CC#2	288.8	204.9	70.949%	 	
燃氣(LNG)		南部CC#3	288.8	237.4	82.202%	 	
燃氣(LNG)		南部CC#4	251.4	197.2	78.441%	 	
燃氣(LNG)		大林#5	-	0.0	-	 	
燃氣(LNG)		大林#6	550.0	224.1	40.745%	 	
燃氣(LNG)		小計	12829.8(23.296%)	10987.7(33.956%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	436.3	96.956%	 	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	434.9	96.644%	 	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	0.0	0.000%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	430.8	89.750%	 	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	0.0	0.000%	配合綠電先行	
民營電廠-燃氣(IPP-LNG)		星元#1	516.0	249.7	48.391%	部分檢修	
民營電廠-燃氣(IPP-LNG)		嘉惠#1	700.0	0.0	0.000%	配合綠電先行	
民營電廠-燃氣(IPP-LNG)		嘉惠#2	510.0	502.5	98.529%	 	
民營電廠-燃氣(IPP-LNG)		豐德#1	506.9	459.2	90.598%	 	
民營電廠-燃氣(IPP-LNG)		豐德#2	506.9	445.2	87.836%	 	
