核能(Nuclear)		核三#1	951.0	709.4	74.595%	燃料限制	
核能(Nuclear)		核三#2	951.0	931.3	97.928%	 	
核能(Nuclear)		小計	1902.0(3.454%)	1640.7(4.619%)			
燃煤(Coal)		林口#1	800.0	755.2	94.400%	 	
燃煤(Coal)		林口#2	800.0	757.4	94.675%	 	
燃煤(Coal)		林口#3	800.0	757.0	94.625%	 	
燃煤(Coal)		台中#1	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#2	550.0	418.1	76.018%	 	
燃煤(Coal)		台中#3	550.0	432.1	78.564%	 	
燃煤(Coal)		台中#4	550.0	425.8	77.418%	 	
燃煤(Coal)		台中#5	550.0	542.5	98.636%	環保測試 	
燃煤(Coal)		台中#6	550.0	434.9	79.073%	 	
燃煤(Coal)		台中#7	550.0	432.6	78.655%	 	
燃煤(Coal)		台中#8	550.0	442.7	80.491%	 	
燃煤(Coal)		台中#9	550.0	418.8	76.145%	運轉限制	
燃煤(Coal)		台中#10	550.0	436.1	79.291%	運轉限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	253.5	46.091%	 	
燃煤(Coal)		興達#4(註12)	550.0	276.9	50.345%	 	
燃煤(Coal)		大林#1	800.0	757.9	94.738%	 	
燃煤(Coal)		大林#2	800.0	761.8	95.225%	 	
燃煤(Coal)		小計	10600.0(19.247%)	8303.3(23.374%)			
汽電共生(Co-Gen)		汽電共生	631.4	725.1	-	 	
汽電共生(Co-Gen)		小計	631.4(1.146%)	725.1(2.041%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	600.6	92.607%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	612.8	94.488%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	474.2	79.033%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	568.7	94.783%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	569.9	94.983%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.624%)	2826.2(7.956%)			
燃氣(LNG)		大潭CC#1	742.7	636.3	85.674%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	703.1	94.668%	 	
燃氣(LNG)		大潭CC#3	724.7	664.3	91.666%	 	
燃氣(LNG)		大潭CC#4	724.7	621.9	85.815%	 	
燃氣(LNG)		大潭CC#5	724.7	635.7	87.719%	 	
燃氣(LNG)		大潭CC#6	724.7	656.5	90.589%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	 	
燃氣(LNG)		大潭CC#8(註10)	-	506.3	-	部分檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	845.4	94.712%	 	
燃氣(LNG)		通霄CC#2	892.6	859.2	96.258%	 	
燃氣(LNG)		通霄CC#3	892.6	869.0	97.356%	 	
燃氣(LNG)		通霄CC#4	386.0	347.9	90.130%	 	
燃氣(LNG)		通霄CC#5	386.0	337.3	87.383%	 	
燃氣(LNG)		通霄CC#6	321.2	305.1	94.988%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	部分故障	
燃氣(LNG)		興達CC#1	445.2	395.7	88.883%	 	
燃氣(LNG)		興達CC#2	445.2	406.0	91.197%	 	
燃氣(LNG)		興達CC#3	445.2	402.5	90.411%	 	
燃氣(LNG)		興達CC#4	445.2	405.0	90.972%	 	
燃氣(LNG)		興達CC#5	445.2	429.1	96.386%	 	
燃氣(LNG)		南部CC#1	288.8	278.7	96.503%	 	
燃氣(LNG)		南部CC#2	288.8	268.7	93.040%	 	
燃氣(LNG)		南部CC#3	288.8	291.6	100.970%	 	
燃氣(LNG)		南部CC#4	251.4	222.9	88.663%	 	
燃氣(LNG)		大林#5	-	0.0	-	 	
燃氣(LNG)		大林#6	550.0	224.1	40.745%	 	
燃氣(LNG)		小計	12829.8(23.296%)	11312.3(31.844%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	437.4	97.200%	 	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	441.6	98.133%	 	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	0.0	0.000%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	443.1	92.313%	 	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	0.0	0.000%	配合綠電先行	
民營電廠-燃氣(IPP-LNG)		星元#1	516.0	248.3	48.120%	部分檢修	
民營電廠-燃氣(IPP-LNG)		嘉惠#1	700.0	0.0	0.000%	配合綠電先行	
民營電廠-燃氣(IPP-LNG)		嘉惠#2	510.0	500.2	98.078%	 	
民營電廠-燃氣(IPP-LNG)		豐德#1	506.9	443.3	87.461%	 	
民營電廠-燃氣(IPP-LNG)		豐德#2	506.9	444.3	87.658%	 	
民營電廠-燃氣(IPP-LNG)		豐德#3(註10)	-	0.0	-	新機組試俥	
民營電廠-燃氣(IPP-LNG)		小計	5256.6(9.545%)	2958.2(8.327%)			
燃油(Oil)		協和#3	500.0	138.3	27.660%	 	
燃油(Oil)		協和#4	500.0	138.2	27.640%	 	
燃油(Oil)		澎湖尖山(註4)	129.8	24.0	18.490%	 	
燃油(Oil)		小計	1129.8(2.051%)	300.5(0.846%)			
輕油(Diesel)		核二Gas1	-	0.0	-	 	
輕油(Diesel)		核二Gas2	-	0.0	-	 	
輕油(Diesel)		核三Gas1	-	0.0	-	 	
輕油(Diesel)		核三Gas2	-	0.0	-	 	
輕油(Diesel)		台中Gas1&2	140.0	0.0	0.000%	 	
輕油(Diesel)		台中Gas3&4	140.0	0.0	0.000%	 	
輕油(Diesel)		金門塔山(註4)	113.3	43.1	38.043%	 	
輕油(Diesel)		馬祖珠山(註4)	28.6	10.5	36.662%	 	
輕油(Diesel)		離島其他(註4)	40.8	N/A	N/A	 	
輕油(Diesel)		小計(註5)	462.7(0.840%)	53.6(0.151%)			
水力(Hydro)		德基#1	78.0	0.0	0.000%	 	
水力(Hydro)		德基#2	78.0	0.0	0.000%	 	
水力(Hydro)		德基#3	78.0	0.0	0.000%	 	
水力(Hydro)		青山#1	92.0	0.0	0.000%	 	
水力(Hydro)		青山#2	92.0	0.0	0.000%	 	
水力(Hydro)		青山#3	92.0	0.0	0.000%	 	
水力(Hydro)		青山#4	92.0	0.0	0.000%	 	
水力(Hydro)		谷關#1	54.4	0.0	0.000%	 	
水力(Hydro)		谷關#2	54.4	0.0	0.000%	 	
水力(Hydro)		谷關#3	54.4	18.4	33.792%	 	
水力(Hydro)		谷關#4	54.4	0.0	0.000%	 	
水力(Hydro)		天輪#1	22.5	0.0	0.000%	 	
水力(Hydro)		天輪#2	22.5	6.2	27.556%	 	
水力(Hydro)		天輪#3	22.5	6.7	29.778%	 	
水力(Hydro)		天輪#4	22.5	7.0	31.111%	 	
水力(Hydro)		天輪#5	105.0	0.0	0.000%	 	
水力(Hydro)		馬鞍#1	66.7	0.0	0.000%	 	
水力(Hydro)		馬鞍#2	66.7	15.8	23.674%	 	
水力(Hydro)		卓蘭#1	40.0	18.3	45.750%	 	
水力(Hydro)		卓蘭#2	40.0	0.0	0.000%	 	
水力(Hydro)		萬大#1	10.4	0.0	0.000%	 	
水力(Hydro)		萬大#2	10.4	0.0	0.000%	 	
水力(Hydro)		萬大#3	15.3	0.0	0.000%	水文限制	
水力(Hydro)		萬大#4	19.7	0.0	0.000%	 	
水力(Hydro)		松林#1&2	20.9	1.9	8.983%	 	
水力(Hydro)		大觀一#1	22.0	6.6	30.000%	 	
水力(Hydro)		大觀一#2	22.0	6.0	27.273%	 	
水力(Hydro)		大觀一#3	22.0	6.3	28.636%	 	
水力(Hydro)		大觀一#4	22.0	5.4	24.545%	 	
水力(Hydro)		大觀一#5	22.0	5.4	24.545%	 	
水力(Hydro)		鉅工#1	21.8	4.8	22.069%	 	
水力(Hydro)		鉅工#2	21.8	4.4	20.230%	 	
水力(Hydro)		水里#1	12.8	0.0	0.002%	 	
水力(Hydro)		立霧#1&#2	32.0	0.0	0.000%	檢修	
水力(Hydro)		龍澗#1	48.6	0.0	0.000%	 	
水力(Hydro)		龍澗#2	48.6	10.1	20.782%	 	
水力(Hydro)		碧海	61.2	4.9	8.007%	 	
水力(Hydro)		烏來&桂山&粗坑	40.5	10.4	25.679%	 	
水力(Hydro)		北部小水力(註6)	31.1	N/A	N/A	 	
水力(Hydro)		中部小水力(註6)	22.5	N/A	N/A	 	
水力(Hydro)		南部小水力(註6)	7.2	N/A	N/A	 	
水力(Hydro)		東部小水力(註6)	54.6	12.5	22.894%	 	
水力(Hydro)		翡翠#1	70.0	0.0	0.000%	 	
水力(Hydro)		石門#1	45.0	0.0	0.000%	 	
水力(Hydro)		石門#2	45.0	0.0	0.000%	 	
水力(Hydro)		曾文#1	50.0	48.7	97.400%	 	
水力(Hydro)		義興#1	40.0	0.0	0.000%	檢修	
水力(Hydro)		名間	16.7	5.1	30.539%	 	
水力(Hydro)		嘉南西口、烏山頭和八田	22.5	15.8	70.328%	 	
水力(Hydro)		后里示範	0.1	N/A	N/A	 	
水力(Hydro)		卑南	2.0	1.0	50.505%	 	
水力(Hydro)		恆水創電	0.1	N/A	N/A	 	
水力(Hydro)		捷祥關山	1.0	0.3	26.000%	 	
水力(Hydro)		小計	2109.7(3.831%)	249.7(0.703%)			
風力(Wind)	陸域風力台電自有(註13)	觀園	30.0	1.4	4.667%	 	
風力(Wind)	陸域風力台電自有(註13)	台中港	35.0	0.3	0.857%	 	
風力(Wind)	陸域風力台電自有(註13)	王功	23.0	1.0	4.348%	 	
風力(Wind)	陸域風力台電自有(註13)	彰工	86.2	3.1	3.596%	 	
