能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	937.0	98.528%	 	
核能(Nuclear)		小計	1902.0(3.441%)	937.0(3.490%)			
燃煤(Coal)		林口#1	800.0	752.3	94.037%	 	
燃煤(Coal)		林口#2	800.0	760.9	95.113%	 	
燃煤(Coal)		林口#3	800.0	757.2	94.650%	 	
燃煤(Coal)		台中#1	550.0	394.7	71.764%	環保限制	
燃煤(Coal)		台中#2	550.0	410.2	74.582%	環保限制	
燃煤(Coal)		台中#3	550.0	400.0	72.727%	環保限制	
燃煤(Coal)		台中#4	550.0	409.5	74.455%	環保限制	
燃煤(Coal)		台中#5	550.0	397.2	72.218%	環保限制	
燃煤(Coal)		台中#6	550.0	530.9	96.527%	測試運轉 	
燃煤(Coal)		台中#7	550.0	374.7	68.127%	環保限制	
燃煤(Coal)		台中#8	550.0	375.5	68.273%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	390.8	71.055%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	0.0	0.000%	檢修	
燃煤(Coal)		興達#4(註12)	550.0	314.6	57.200%	環保限制	
燃煤(Coal)		大林#1	800.0	757.9	94.738%	 	
燃煤(Coal)		大林#2	800.0	761.0	95.125%	 	
燃煤(Coal)		小計	10600.0(19.179%)	7787.4(29.005%)			
汽電共生(Co-Gen)		汽電共生	631.4	590.7	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	590.7(2.200%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	566.7	87.380%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	602.4	92.884%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	278.6	46.433%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	521.5	86.917%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	566.8	94.467%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.604%)	2536.0(9.446%)			
燃氣(LNG)		大潭CC#1	742.7	634.4	85.418%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	690.7	92.999%	 	
燃氣(LNG)		大潭CC#3	724.7	661.0	91.210%	 	
燃氣(LNG)		大潭CC#4	724.7	557.8	76.970%	 	
燃氣(LNG)		大潭CC#5	724.7	555.2	76.611%	 	
燃氣(LNG)		大潭CC#6	724.7	541.5	74.721%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	512.4	-	部分檢修	
