能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	711.7	74.837%	燃料限制	
核能(Nuclear)		核三#2	951.0	933.5	98.160%	 	
核能(Nuclear)		小計	1902.0(3.454%)	1645.2(5.208%)			
燃煤(Coal)		林口#1	800.0	752.6	94.075%	 	
燃煤(Coal)		林口#2	800.0	758.7	94.838%	 	
燃煤(Coal)		林口#3	800.0	754.9	94.363%	 	
燃煤(Coal)		台中#1	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#2	550.0	465.4	84.618%	運轉限制	
燃煤(Coal)		台中#3	550.0	518.9	94.345%	 	
燃煤(Coal)		台中#4	550.0	510.8	92.873%	 	
燃煤(Coal)		台中#5	550.0	523.2	95.127%	 	
燃煤(Coal)		台中#6	550.0	533.4	96.982%	 	
燃煤(Coal)		台中#7	550.0	525.6	95.564%	 	
燃煤(Coal)		台中#8	550.0	529.2	96.218%	 	
燃煤(Coal)		台中#9	550.0	471.1	85.655%	運轉限制	
燃煤(Coal)		台中#10	550.0	474.8	86.327%	運轉限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	469.8	85.418%	 	
燃煤(Coal)		興達#4(註12)	550.0	519.4	94.436%	 	
燃煤(Coal)		大林#1	800.0	757.0	94.625%	 	
燃煤(Coal)		大林#2	800.0	755.5	94.438%	 	
燃煤(Coal)		小計	10600.0(19.247%)	9320.3(29.505%)			
汽電共生(Co-Gen)		汽電共生	631.4	1056.8	-	 	
汽電共生(Co-Gen)		小計	631.4(1.146%)	1056.8(3.346%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	550.3	84.851%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	577.6	89.060%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	0.0	0.000%	歲修	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	471.2	78.533%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	573.7	95.617%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.624%)	2172.8(6.878%)			
燃氣(LNG)		大潭CC#1	742.7	636.3	85.674%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	697.3	93.887%	 	
燃氣(LNG)		大潭CC#3	724.7	659.9	91.058%	 	
燃氣(LNG)		大潭CC#4	724.7	660.2	91.100%	 	
燃氣(LNG)		大潭CC#5	724.7	691.7	95.446%	 	
燃氣(LNG)		大潭CC#6	724.7	690.1	95.226%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	 	
燃氣(LNG)		大潭CC#8(註10)	-	1058.0	-	 	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	853.8	95.653%	 	
燃氣(LNG)		通霄CC#2	892.6	871.8	97.670%	 	
燃氣(LNG)		通霄CC#3	892.6	873.1	97.815%	 	
燃氣(LNG)		通霄CC#4	386.0	348.2	90.207%	 	
燃氣(LNG)		通霄CC#5	386.0	317.3	82.202%	運轉限制	
燃氣(LNG)		通霄CC#6	321.2	307.3	95.672%	 	
燃氣(LNG)		通霄GT#9	180.9	143.8	79.513%	部分故障	
燃氣(LNG)		興達CC#1	445.2	437.5	98.273%	 	
燃氣(LNG)		興達CC#2	445.2	403.0	90.523%	 	
燃氣(LNG)		興達CC#3	445.2	422.5	94.903%	 	
燃氣(LNG)		興達CC#4	445.2	331.3	74.418%	 	
燃氣(LNG)		興達CC#5	445.2	431.1	96.835%	 	
燃氣(LNG)		南部CC#1	288.8	296.3	102.597%	 	
燃氣(LNG)		南部CC#2	288.8	291.6	100.970%	 	
燃氣(LNG)		南部CC#3	288.8	308.9	106.960%	 	
燃氣(LNG)		南部CC#4	251.4	231.6	92.124%	 	
燃氣(LNG)		大林#5	-	0.0	-	 	
燃氣(LNG)		大林#6	550.0	396.6	72.109%	運轉限制	
燃氣(LNG)		小計	12829.8(23.296%)	12359.2(39.125%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	448.3	99.622%	 	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	449.1	99.800%	 	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	0.0	0.000%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	459.8	95.792%	 	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	442.6	87.323%	 	
民營電廠-燃氣(IPP-LNG)		星元#1	516.0	452.8	87.752%	 	
民營電廠-燃氣(IPP-LNG)		嘉惠#1	700.0	688.0	98.286%	 	
民營電廠-燃氣(IPP-LNG)		嘉惠#2	510.0	503.3	98.686%	 	
民營電廠-燃氣(IPP-LNG)		豐德#1	506.9	481.9	95.076%	 	
