能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	934.7	98.286%	 	
核能(Nuclear)		小計	1902.0(3.362%)	934.7(2.988%)			
燃煤(Coal)		林口#1	800.0	753.7	94.213%	 	
燃煤(Coal)		林口#2	800.0	761.3	95.162%	 	
燃煤(Coal)		林口#3	800.0	757.4	94.675%	 	
燃煤(Coal)		台中#1	550.0	281.0	51.091%	環保限制	
燃煤(Coal)		台中#2	550.0	283.5	51.545%	環保限制	
燃煤(Coal)		台中#3	550.0	287.8	52.327%	環保限制	
燃煤(Coal)		台中#4	550.0	273.3	49.691%	環保限制	
燃煤(Coal)		台中#5	550.0	461.6	83.927%	測試運轉 	
燃煤(Coal)		台中#6	550.0	186.7	33.945%	測試運轉 	
燃煤(Coal)		台中#7	550.0	338.7	61.582%	環保限制	
燃煤(Coal)		台中#8	550.0	289.4	52.618%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	286.0	52.000%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	445.9	81.073%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	500.1	90.927%	環保限制	
燃煤(Coal)		大林#1	800.0	321.7	40.213%	運轉限制	
燃煤(Coal)		大林#2	800.0	761.0	95.125%	 	
燃煤(Coal)		小計	10600.0(18.737%)	6989.1(22.344%)			
汽電共生(Co-Gen)		汽電共生	631.4	1074.4	-	 	
汽電共生(Co-Gen)		小計	631.4(1.116%)	1074.4(3.435%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	0.0	0.000%	檢修	
民營電廠-燃煤(IPP-Coal)		和平#2	660.0	551.3	83.530%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	280.4	46.733%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	497.0	82.833%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	522.4	87.067%	運轉限制	
民營電廠-燃煤(IPP-Coal)		小計	3108.6(5.495%)	1851.1(5.918%)			
燃氣(LNG)		大潭CC#1	742.7	588.3	79.211%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	620.7	83.573%	 	
燃氣(LNG)		大潭CC#3	724.7	514.7	71.022%	 	
燃氣(LNG)		大潭CC#4	724.7	251.5	34.700%	部分歲修	
燃氣(LNG)		大潭CC#5	724.7	503.3	69.449%	 	
燃氣(LNG)		大潭CC#6	724.7	502.5	69.339%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8	1123.6	1046.3	93.120%	 	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	844.1	94.566%	 	
燃氣(LNG)		通霄CC#2	892.6	862.0	96.572%	 	
燃氣(LNG)		通霄CC#3	892.6	863.2	96.706%	 	
燃氣(LNG)		通霄CC#4	386.0	282.7	73.238%	 	
燃氣(LNG)		通霄CC#5	386.0	329.8	85.440%	 	
燃氣(LNG)		通霄CC#6	321.2	253.7	78.985%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	 	
