能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	934.7	98.286%	 	
核能(Nuclear)		小計	1902.0(3.362%)	934.7(3.099%)			
燃煤(Coal)		林口#1	800.0	749.6	93.700%	 	
燃煤(Coal)		林口#2	800.0	762.6	95.325%	 	
燃煤(Coal)		林口#3	800.0	761.2	95.150%	 	
燃煤(Coal)		台中#1	550.0	384.9	69.982%	友善降載減排	
燃煤(Coal)		台中#2	550.0	396.5	72.091%	友善降載減排	
燃煤(Coal)		台中#3	550.0	404.6	73.564%	友善降載減排	
燃煤(Coal)		台中#4	550.0	371.9	67.618%	友善降載減排	
燃煤(Coal)		台中#5	550.0	491.5	89.364%	測試運轉 	
燃煤(Coal)		台中#6	550.0	532.0	96.727%	測試運轉 	
燃煤(Coal)		台中#7	550.0	412.3	74.964%	友善降載減排	
燃煤(Coal)		台中#8	550.0	418.8	76.145%	友善降載減排	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	402.1	73.109%	友善降載減排	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	410.5	74.636%	友善降載減排	
燃煤(Coal)		興達#4(註12)	550.0	322.3	58.600%	友善降載減排	
燃煤(Coal)		大林#1	800.0	757.9	94.738%	 	
燃煤(Coal)		大林#2	800.0	761.0	95.125%	 	
燃煤(Coal)		小計	10600.0(18.736%)	8339.7(27.649%)			
汽電共生(Co-Gen)		汽電共生	631.4	1260.8	-	 	
汽電共生(Co-Gen)		小計	631.4(1.116%)	1260.8(4.180%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	545.3	84.080%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	660.0	569.2	86.242%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	277.6	46.267%	友善降載減排	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	521.3	86.883%	友善降載減排	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	573.2	95.533%	 	
民營電廠-燃煤(IPP-Coal)		小計	3108.6(5.495%)	2486.6(8.244%)			
燃氣(LNG)		大潭CC#1	742.7	635.1	85.512%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	697.3	93.887%	 	
燃氣(LNG)		大潭CC#3	724.7	667.0	92.038%	 	
燃氣(LNG)		大潭CC#4	724.7	0.0	0.000%	歲修	
燃氣(LNG)		大潭CC#5	724.7	680.6	93.915%	 	
燃氣(LNG)		大潭CC#6	724.7	669.1	92.328%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8	1123.6	1054.5	93.850%	 	
燃氣(LNG)		大潭CC#9(註10)	-	431.2	-	新機組試俥	
燃氣(LNG)		通霄CC#1	892.6	850.2	95.250%	 	
燃氣(LNG)		通霄CC#2	892.6	866.2	97.042%	 	
燃氣(LNG)		通霄CC#3	892.6	869.9	97.457%	 	
燃氣(LNG)		通霄CC#4	386.0	351.1	90.959%	 	
燃氣(LNG)		通霄CC#5	386.0	330.4	85.596%	運轉限制	
燃氣(LNG)		通霄CC#6	321.2	306.0	95.268%	 	
