能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	694.6	73.039%	燃料限制	
核能(Nuclear)		核三#2	951.0	933.5	98.160%	 	
核能(Nuclear)		小計	1902.0(3.442%)	1628.1(4.139%)			
燃煤(Coal)		林口#1	800.0	0.0	0.000%	故障	
燃煤(Coal)		林口#2	800.0	760.0	95.000%	 	
燃煤(Coal)		林口#3	800.0	754.2	94.275%	 	
燃煤(Coal)		台中#1	550.0	488.7	88.855%	 	
燃煤(Coal)		台中#2	550.0	490.7	89.218%	 	
燃煤(Coal)		台中#3	550.0	494.6	89.927%	 	
燃煤(Coal)		台中#4	550.0	496.7	90.309%	 	
燃煤(Coal)		台中#5	550.0	526.0	95.636%	測試運轉 	
燃煤(Coal)		台中#6	550.0	534.2	97.127%	測試運轉 	
燃煤(Coal)		台中#7	550.0	531.1	96.564%	 	
燃煤(Coal)		台中#8	550.0	532.4	96.800%	 	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	469.9	85.436%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	469.8	85.418%	 	
燃煤(Coal)		興達#4(註12)	550.0	467.8	85.055%	 	
燃煤(Coal)		大林#1	800.0	761.0	95.125%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(19.181%)	8536.5(21.700%)			
汽電共生(Co-Gen)		汽電共生	631.4	1352.3	-	 	
汽電共生(Co-Gen)		小計	631.4(1.143%)	1352.3(3.438%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	586.9	90.494%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	610.3	94.102%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	396.7	66.117%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	554.8	92.467%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	567.1	94.517%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.604%)	2715.8(6.904%)			
燃氣(LNG)		大潭CC#1	742.7	627.2	84.449%	 	
燃氣(LNG)		大潭CC#2	742.7	697.1	93.860%	 	
燃氣(LNG)		大潭CC#3	724.7	656.2	90.548%	 	
燃氣(LNG)		大潭CC#4	724.7	628.6	86.739%	 	
燃氣(LNG)		大潭CC#5	724.7	313.9	43.314%	部分檢修	
燃氣(LNG)		大潭CC#6	724.7	661.4	91.265%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	497.0	-	部分檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	新機組試俥	
燃氣(LNG)		通霄CC#1	892.6	810.2	90.769%	 	
燃氣(LNG)		通霄CC#2	892.6	825.1	92.438%	 	
燃氣(LNG)		通霄CC#3	892.6	824.4	92.359%	 	
燃氣(LNG)		通霄CC#4	386.0	356.0	92.228%	 	
燃氣(LNG)		通霄CC#5	386.0	330.8	85.699%	 	
燃氣(LNG)		通霄CC#6	321.2	303.2	94.396%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	 	
燃氣(LNG)		興達CC#1	445.2	329.0	73.901%	 	
燃氣(LNG)		興達CC#2	445.2	400.3	89.917%	 	
燃氣(LNG)		興達CC#3	445.2	388.8	87.333%	 	
燃氣(LNG)		興達CC#4	445.2	444.6	99.867%	 	
燃氣(LNG)		興達CC#5	445.2	422.6	94.926%	 	
燃氣(LNG)		南部CC#1	288.8	193.7	67.071%	 	
燃氣(LNG)		南部CC#2	288.8	189.9	65.755%	 	
燃氣(LNG)		南部CC#3	288.8	197.7	68.456%	 	
燃氣(LNG)		南部CC#4	251.4	221.6	88.146%	 	
燃氣(LNG)		大林#5	-	252.0	-	 	
燃氣(LNG)		大林#6	550.0	447.5	81.364%	 	
燃氣(LNG)		小計	12829.8(23.216%)	11018.8(28.010%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	439.4	97.644%	 	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	435.1	96.689%	 	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	430.9	68.397%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	427.7	89.104%	 	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	403.2	79.549%	 	
民營電廠-燃氣(IPP-LNG)		星元#1	516.0	402.4	77.984%	 	
民營電廠-燃氣(IPP-LNG)		嘉惠#1	700.0	200.3	28.614%	配合綠電先行	
民營電廠-燃氣(IPP-LNG)		嘉惠#2	510.0	494.0	96.863%	 	
民營電廠-燃氣(IPP-LNG)		豐德#1	506.9	399.1	78.740%	 	
民營電廠-燃氣(IPP-LNG)		豐德#2	506.9	395.2	77.971%	 	
民營電廠-燃氣(IPP-LNG)		豐德#3(註10)	-	1013.8	-	新機組試俥	
民營電廠-燃氣(IPP-LNG)		小計	5256.6(9.512%)	5041.1(12.815%)			
燃油(Oil)		協和#3	500.0	436.9	87.380%	 	
燃油(Oil)		協和#4	500.0	384.6	76.920%	 	
燃油(Oil)		澎湖尖山(註4)	129.8	30.5	23.498%	 	
燃油(Oil)		小計	1129.8(2.044%)	852.0(2.166%)			
輕油(Diesel)		核二Gas1	-	39.6	-	電力潮流限制	
輕油(Diesel)		核二Gas2	-	39.6	-	電力潮流限制	
輕油(Diesel)		核三Gas1	-	0.0	-	 	
輕油(Diesel)		核三Gas2	-	0.0	-	 	
輕油(Diesel)		台中Gas1&2	140.0	0.0	0.000%	 	
輕油(Diesel)		台中Gas3&4	140.0	0.0	0.000%	 	
輕油(Diesel)		金門塔山(註4)	113.3	54.0	47.664%	 	
輕油(Diesel)		馬祖珠山(註4)	28.6	12.4	43.296%	 	
輕油(Diesel)		離島其他(註4)	40.8	N/A	N/A	 	
輕油(Diesel)		小計(註5)	462.7(0.837%)	145.6(0.370%)			
水力(Hydro)		德基#1	78.0	32.3	41.410%	 	
水力(Hydro)		德基#2	78.0	32.1	41.154%	 	
水力(Hydro)		德基#3	78.0	32.0	41.026%	 	
水力(Hydro)		青山#1	92.0	54.1	58.804%	 	
水力(Hydro)		青山#2	92.0	54.7	59.457%	 	
水力(Hydro)		青山#3	92.0	54.6	59.348%	 	
水力(Hydro)		青山#4	92.0	54.7	59.457%	 	
水力(Hydro)		谷關#1	54.4	44.1	80.992%	 	
水力(Hydro)		谷關#2	54.4	43.3	79.522%	 	
水力(Hydro)		谷關#3	54.4	42.7	78.421%	 	
水力(Hydro)		谷關#4	54.4	42.4	77.870%	 	
水力(Hydro)		天輪#1	22.5	22.1	98.222%	 	
水力(Hydro)		天輪#2	22.5	21.5	95.556%	 	
水力(Hydro)		天輪#3	22.5	22.1	98.222%	 	
水力(Hydro)		天輪#4	22.5	19.0	84.444%	 	
水力(Hydro)		天輪#5	105.0	103.6	98.667%	 	
水力(Hydro)		馬鞍#1	66.7	61.6	92.298%	 	
水力(Hydro)		馬鞍#2	66.7	60.8	91.100%	 	
水力(Hydro)		卓蘭#1	40.0	0.0	0.000%	 	
水力(Hydro)		卓蘭#2	40.0	0.0	0.000%	 	
水力(Hydro)		萬大#1	10.4	10.0	96.618%	 	
水力(Hydro)		萬大#2	10.4	10.0	96.618%	 	
水力(Hydro)		萬大#3	15.3	0.0	0.000%	水文限制	
水力(Hydro)		萬大#4	19.7	17.7	89.848%	 	
水力(Hydro)		松林#1&2	20.9	13.6	65.072%	 	
水力(Hydro)		大觀一#1	22.0	2.1	9.545%	 	
水力(Hydro)		大觀一#2	22.0	1.4	6.364%	 	
水力(Hydro)		大觀一#3	22.0	2.2	10.000%	 	
水力(Hydro)		大觀一#4	22.0	1.8	8.182%	 	
水力(Hydro)		大觀一#5	22.0	1.7	7.727%	 	
水力(Hydro)		鉅工#1	21.8	4.9	22.529%	 	
水力(Hydro)		鉅工#2	21.8	2.3	10.575%	 	
水力(Hydro)		水里#1	12.8	6.3	49.412%	 	
水力(Hydro)		立霧#1&#2	32.0	0.0	0.000%	檢修	
水力(Hydro)		龍澗#1	48.6	0.0	0.000%	 	
水力(Hydro)		龍澗#2	48.6	0.0	0.000%	 	
水力(Hydro)		碧海	61.2	4.8	7.843%	 	
水力(Hydro)		烏來&桂山&粗坑	40.5	7.8	19.259%	 	
水力(Hydro)		北部小水力(註6)	31.1	N/A	N/A	 	
水力(Hydro)		中部小水力(註6)	24.1	N/A	N/A	 	
水力(Hydro)		南部小水力(註6)	7.2	N/A	N/A	 	
水力(Hydro)		東部小水力(註6)	54.6	13.8	25.275%	 	
水力(Hydro)		翡翠#1	70.0	0.0	0.000%	 	
水力(Hydro)		石門#1	45.0	0.0	0.000%	 	
水力(Hydro)		石門#2	45.0	0.0	0.000%	 	
水力(Hydro)		曾文#1	50.0	0.0	0.000%	 	
水力(Hydro)		義興#1	40.0	0.0	0.000%	檢修	
水力(Hydro)		名間	16.7	9.8	58.683%	 	
水力(Hydro)		嘉南西口、烏山頭和八田	22.5	18.3	81.456%	 	
水力(Hydro)		后里示範	0.1	N/A	N/A	 	
水力(Hydro)		卑南	2.0	1.0	50.505%	 	
水力(Hydro)		恆水創電	0.1	N/A	N/A	 	
水力(Hydro)		捷祥關山	1.0	1.1	110.000%	 	
水力(Hydro)		小計	2111.4(3.821%)	955.4(2.429%)			
風力(Wind)	陸域風力台電自有(註13)	觀園	30.0	23.3	77.667%	 	
風力(Wind)	陸域風力台電自有(註13)	台中港	35.0	12.7	36.286%	 	
風力(Wind)	陸域風力台電自有(註13)	王功	23.0	17.5	76.087%	 	
風力(Wind)	陸域風力台電自有(註13)	彰工	86.2	48.1	55.800%	 	
風力(Wind)	陸域風力台電自有(註13)	雲麥	46.0	14.2	30.870%	 	
風力(Wind)	陸域風力台電自有(註13)	四湖	28.0	12.7	45.357%	 	
風力(Wind)	陸域風力台電自有(註13)	其它台電自有	72.8	48.8	66.996%	 	
風力(Wind)	陸域風力購電(註13)	苗栗大鵬	42.0	18.8	44.762%	 	
風力(Wind)	陸域風力購電(註13)	鹿威彰濱	55.2	24.1	43.659%	 	
風力(Wind)	陸域風力購電(註13)	觀威觀音&桃威新屋	48.3	0.0	0.000%	 	
風力(Wind)	陸域風力購電(註13)	中威大安	75.9	44.7	58.893%	 	
風力(Wind)	陸域風力購電(註13)	創維風	49.2	0.0	0.000%	 	
