能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	933.5	98.160%	 	
核能(Nuclear)		小計	1902.0(3.362%)	933.5(3.168%)			
燃煤(Coal)		林口#1	800.0	752.2	94.025%	 	
燃煤(Coal)		林口#2	800.0	764.5	95.562%	 	
燃煤(Coal)		林口#3	800.0	760.0	95.000%	 	
燃煤(Coal)		台中#1	550.0	509.6	92.655%	友善降載減排	
燃煤(Coal)		台中#2	550.0	515.1	93.655%	友善降載減排	
燃煤(Coal)		台中#3	550.0	512.9	93.255%	友善降載減排	
燃煤(Coal)		台中#4	550.0	498.0	90.545%	友善降載減排	
燃煤(Coal)		台中#5	550.0	520.6	94.655%	友善降載減排	
燃煤(Coal)		台中#6	550.0	532.1	96.745%	測試運轉 	
燃煤(Coal)		台中#7	550.0	528.8	96.145%	友善降載減排	
燃煤(Coal)		台中#8	550.0	531.7	96.673%	友善降載減排	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	443.1	80.564%	運轉限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	472.1	85.836%	 	
燃煤(Coal)		興達#4(註12)	550.0	470.1	85.473%	 	
燃煤(Coal)		大林#1	800.0	759.4	94.925%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(18.736%)	9329.6(31.665%)			
汽電共生(Co-Gen)		汽電共生	631.4	938.4	-	 	
汽電共生(Co-Gen)		小計	631.4(1.116%)	938.4(3.185%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	0.0	0.000%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	660.0	461.0	69.848%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	282.1	47.017%	友善降載減排	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	520.7	86.783%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	571.5	95.250%	 	
民營電廠-燃煤(IPP-Coal)		小計	3108.6(5.495%)	1835.3(6.229%)			
燃氣(LNG)		大潭CC#1	742.7	633.4	85.283%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	696.5	93.779%	 	
燃氣(LNG)		大潭CC#3	724.7	660.7	91.169%	 	
燃氣(LNG)		大潭CC#4	724.7	0.0	0.000%	歲修	
燃氣(LNG)		大潭CC#5	724.7	680.1	93.846%	 	
燃氣(LNG)		大潭CC#6	724.7	670.7	92.549%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8	1123.6	1052.4	93.663%	 	
燃氣(LNG)		大潭CC#9(註10)	-	639.1	-	新機組試俥	
燃氣(LNG)		通霄CC#1	892.6	849.1	95.127%	 	
燃氣(LNG)		通霄CC#2	892.6	875.1	98.039%	 	
燃氣(LNG)		通霄CC#3	892.6	873.3	97.838%	 	
燃氣(LNG)		通霄CC#4	386.0	354.0	91.710%	 	
燃氣(LNG)		通霄CC#5	386.0	331.5	85.881%	 	
燃氣(LNG)		通霄CC#6	321.2	306.2	95.330%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	 	
燃氣(LNG)		興達CC#1	445.2	382.2	85.851%	 	
燃氣(LNG)		興達CC#2	445.2	299.1	67.185%	部分檢修	
燃氣(LNG)		興達CC#3	445.2	431.1	96.835%	 	
燃氣(LNG)		興達CC#4	445.2	453.9	101.956%	 	
燃氣(LNG)		興達CC#5	445.2	429.7	96.521%	 	
燃氣(LNG)		南部CC#1	288.8	300.2	103.947%	 	
燃氣(LNG)		南部CC#2	288.8	291.3	100.866%	 	
燃氣(LNG)		南部CC#3	288.8	308.3	106.752%	 	
燃氣(LNG)		南部CC#4	251.4	227.4	90.453%	 	
燃氣(LNG)		大林#5	-	0.0	-	停機	
燃氣(LNG)		大林#6	550.0	224.1	40.745%	 	
燃氣(LNG)		小計	13953.4(24.664%)	11969.4(40.625%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	437.7	97.267%	 	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	441.7	98.156%	 	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	0.0	0.000%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	452.1	94.188%	 	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	0.0	0.000%	合約限制	
