能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	935.8	98.402%	 	
核能(Nuclear)		小計	1902.0(3.362%)	935.8(3.056%)			
燃煤(Coal)		林口#1	800.0	748.9	93.613%	 	
燃煤(Coal)		林口#2	800.0	759.9	94.988%	 	
燃煤(Coal)		林口#3	800.0	753.8	94.225%	 	
燃煤(Coal)		台中#1	550.0	466.0	84.727%	友善降載減排	
燃煤(Coal)		台中#2	550.0	468.4	85.164%	友善降載減排	
燃煤(Coal)		台中#3	550.0	474.2	86.218%	友善降載減排	
燃煤(Coal)		台中#4	550.0	461.8	83.964%	友善降載減排	
燃煤(Coal)		台中#5	550.0	477.4	86.800%	友善降載減排	
燃煤(Coal)		台中#6	550.0	533.5	97.000%	測試運轉 	
燃煤(Coal)		台中#7	550.0	480.3	87.327%	友善降載減排	
燃煤(Coal)		台中#8	550.0	485.0	88.182%	友善降載減排	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	451.1	82.018%	運轉限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	470.6	85.564%	 	
燃煤(Coal)		興達#4(註12)	550.0	469.3	85.327%	 	
燃煤(Coal)		大林#1	800.0	761.0	95.125%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(18.736%)	9020.6(29.453%)			
汽電共生(Co-Gen)		汽電共生	631.4	1175.6	-	 	
汽電共生(Co-Gen)		小計	631.4(1.116%)	1175.6(3.839%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	460.5	71.005%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	660.0	460.8	69.818%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	283.0	47.167%	友善降載減排	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	523.2	87.200%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	571.9	95.317%	 	
民營電廠-燃煤(IPP-Coal)		小計	3108.6(5.495%)	2299.4(7.508%)			
燃氣(LNG)		大潭CC#1	742.7	633.0	85.230%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	694.9	93.564%	 	
燃氣(LNG)		大潭CC#3	724.7	656.3	90.562%	 	
燃氣(LNG)		大潭CC#4	724.7	0.0	0.000%	歲修	
燃氣(LNG)		大潭CC#5	724.7	673.4	92.921%	 	
燃氣(LNG)		大潭CC#6	724.7	667.1	92.052%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8	1123.6	1053.2	93.734%	 	
燃氣(LNG)		大潭CC#9(註10)	-	639.5	-	新機組試俥	
燃氣(LNG)		通霄CC#1	892.6	843.3	94.477%	 	
燃氣(LNG)		通霄CC#2	892.6	866.7	97.098%	 	
燃氣(LNG)		通霄CC#3	892.6	866.2	97.042%	 	
燃氣(LNG)		通霄CC#4	386.0	354.6	91.865%	 	
燃氣(LNG)		通霄CC#5	386.0	332.3	86.088%	 	
