能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	690.1	72.566%	燃料限制	
核能(Nuclear)		核三#2	951.0	940.4	98.885%	 	
核能(Nuclear)		小計	1902.0(3.442%)	1630.5(5.704%)			
燃煤(Coal)		林口#1	800.0	0.0	0.000%	故障	
燃煤(Coal)		林口#2	800.0	758.8	94.850%	 	
燃煤(Coal)		林口#3	800.0	750.8	93.850%	 	
燃煤(Coal)		台中#1	550.0	224.0	40.727%	環保限制	
燃煤(Coal)		台中#2	550.0	237.0	43.091%	環保限制	
燃煤(Coal)		台中#3	550.0	242.6	44.109%	環保限制	
燃煤(Coal)		台中#4	550.0	233.7	42.491%	環保限制	
燃煤(Coal)		台中#5	550.0	330.2	60.036%	環保限制	
燃煤(Coal)		台中#6	550.0	533.3	96.964%	測試運轉 	
燃煤(Coal)		台中#7	550.0	236.3	42.964%	環保限制	
燃煤(Coal)		台中#8	550.0	233.8	42.509%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	286.1	52.018%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	254.2	46.218%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	280.0	50.909%	環保限制	
燃煤(Coal)		大林#1	800.0	759.4	94.925%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(19.183%)	6119.6(21.409%)			
汽電共生(Co-Gen)		汽電共生	631.4	1275.9	-	 	
汽電共生(Co-Gen)		小計	631.4(1.143%)	1275.9(4.464%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	367.3	56.634%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	368.0	56.742%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	278.7	46.450%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	427.6	71.267%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	564.8	94.133%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.605%)	2006.4(7.019%)			
燃氣(LNG)		大潭CC#1	742.7	581.8	78.336%	 	
燃氣(LNG)		大潭CC#2	742.7	606.8	81.702%	 	
燃氣(LNG)		大潭CC#3	724.7	553.1	76.321%	 	
燃氣(LNG)		大潭CC#4	724.7	555.9	76.708%	 	
燃氣(LNG)		大潭CC#5	724.7	571.9	78.915%	 	
燃氣(LNG)		大潭CC#6	724.7	537.6	74.182%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	0.0	-	檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	697.8	78.176%	 	
燃氣(LNG)		通霄CC#2	892.6	689.3	77.224%	 	
燃氣(LNG)		通霄CC#3	892.6	711.5	79.711%	 	
燃氣(LNG)		通霄CC#4	386.0	302.2	78.290%	 	
燃氣(LNG)		通霄CC#5	386.0	325.1	84.223%	 	
燃氣(LNG)		通霄CC#6	321.2	250.8	78.082%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	 	
燃氣(LNG)		興達CC#1	445.2	331.3	74.418%	 	
燃氣(LNG)		興達CC#2	445.2	400.6	89.984%	 	
