能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	937.0	98.528%	 	
核能(Nuclear)		小計	1902.0(3.449%)	937.0(2.701%)			
燃煤(Coal)		林口#1	800.0	751.8	93.975%	 	
燃煤(Coal)		林口#2	800.0	757.6	94.700%	 	
燃煤(Coal)		林口#3	800.0	756.2	94.525%	 	
燃煤(Coal)		台中#1	550.0	414.0	75.273%	環保限制	
燃煤(Coal)		台中#2	550.0	414.1	75.291%	環保限制	
燃煤(Coal)		台中#3	550.0	411.6	74.836%	環保限制	
燃煤(Coal)		台中#4	550.0	397.7	72.309%	環保限制	
燃煤(Coal)		台中#5	550.0	519.2	94.400%	測試運轉 	
燃煤(Coal)		台中#6	550.0	399.1	72.564%	環保限制	
燃煤(Coal)		台中#7	550.0	434.9	79.073%	環保限制	
燃煤(Coal)		台中#8	550.0	431.8	78.509%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	433.5	78.818%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	332.0	60.364%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	323.1	58.745%	環保限制	
燃煤(Coal)		大林#1	800.0	758.6	94.825%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(19.220%)	8294.6(23.906%)			
汽電共生(Co-Gen)		汽電共生	631.4	1403.0	-	 	
汽電共生(Co-Gen)		小計	631.4(1.145%)	1403.0(4.043%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	594.8	91.712%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	611.7	94.318%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	277.4	46.233%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	568.6	94.767%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	569.3	94.883%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.616%)	2621.8(7.556%)			
燃氣(LNG)		大潭CC#1	742.7	590.5	79.507%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	620.1	83.493%	 	
燃氣(LNG)		大潭CC#3	724.7	561.0	77.411%	 	
燃氣(LNG)		大潭CC#4	724.7	651.8	89.941%	 	
燃氣(LNG)		大潭CC#5	724.7	682.9	94.232%	 	
燃氣(LNG)		大潭CC#6	724.7	687.4	94.853%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	1052.3	-	 	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
