能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	673.0	70.768%	燃料限制	
核能(Nuclear)		核三#2	951.0	938.1	98.644%	 	
核能(Nuclear)		小計	1902.0(3.449%)	1611.1(5.111%)			
燃煤(Coal)		林口#1	800.0	750.0	93.750%	 	
燃煤(Coal)		林口#2	800.0	763.0	95.375%	 	
燃煤(Coal)		林口#3	800.0	758.5	94.812%	 	
燃煤(Coal)		台中#1	550.0	405.0	73.636%	環保限制	
燃煤(Coal)		台中#2	550.0	355.5	64.636%	運轉限制	
燃煤(Coal)		台中#3	550.0	329.1	59.836%	環保限制	
燃煤(Coal)		台中#4	550.0	335.0	60.909%	環保限制	
燃煤(Coal)		台中#5	550.0	347.9	63.255%	環保限制	
燃煤(Coal)		台中#6	550.0	535.6	97.382%	測試運轉 	
燃煤(Coal)		台中#7	550.0	345.8	62.873%	環保限制	
燃煤(Coal)		台中#8	550.0	349.0	63.455%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	392.0	71.273%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	258.9	47.073%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	279.2	50.764%	環保限制	
燃煤(Coal)		大林#1	800.0	448.6	56.075%	 	
燃煤(Coal)		大林#2	800.0	763.4	95.425%	 	
燃煤(Coal)		小計	10600.0(19.224%)	7416.5(23.526%)			
汽電共生(Co-Gen)		汽電共生	631.4	579.6	-	 	
汽電共生(Co-Gen)		小計	631.4(1.145%)	579.6(1.838%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	556.1	85.745%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	613.7	94.626%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	278.4	46.400%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	427.0	71.167%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	566.1	94.350%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.617%)	2441.3(7.744%)			
燃氣(LNG)		大潭CC#1	742.7	634.7	85.458%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	705.0	94.924%	 	
燃氣(LNG)		大潭CC#3	724.7	643.0	88.726%	 	
燃氣(LNG)		大潭CC#4	724.7	626.4	86.436%	 	
燃氣(LNG)		大潭CC#5	724.7	541.1	74.665%	 	
燃氣(LNG)		大潭CC#6	724.7	664.2	91.652%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	0.0	-	檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	384.5	43.076%	部分檢修	
燃氣(LNG)		通霄CC#2	892.6	844.9	94.656%	 	
燃氣(LNG)		通霄CC#3	892.6	856.5	95.956%	 	
燃氣(LNG)		通霄CC#4	386.0	322.7	83.601%	運轉限制	
