能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	708.3	74.479%	燃料限制	
核能(Nuclear)		核三#2	951.0	932.4	98.044%	 	
核能(Nuclear)		小計	1902.0(3.454%)	1640.7(4.379%)			
燃煤(Coal)		林口#1	800.0	751.5	93.938%	 	
燃煤(Coal)		林口#2	800.0	761.6	95.200%	 	
燃煤(Coal)		林口#3	800.0	755.2	94.400%	 	
燃煤(Coal)		台中#1	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#2	550.0	427.1	77.655%	環保限制	
燃煤(Coal)		台中#3	550.0	427.8	77.782%	環保限制	
燃煤(Coal)		台中#4	550.0	437.1	79.473%	環保限制	
燃煤(Coal)		台中#5	550.0	544.1	98.927%	測試運轉 	
燃煤(Coal)		台中#6	550.0	475.8	86.509%	環保限制	
燃煤(Coal)		台中#7	550.0	416.2	75.673%	環保限制	
燃煤(Coal)		台中#8	550.0	414.6	75.382%	環保限制	
燃煤(Coal)		台中#9	550.0	431.0	78.364%	環保限制	
燃煤(Coal)		台中#10	550.0	479.9	87.255%	環保測試 	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	384.3	69.873%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	511.7	93.036%	環保測試 	
燃煤(Coal)		大林#1	800.0	759.4	94.925%	 	
燃煤(Coal)		大林#2	800.0	761.0	95.125%	 	
燃煤(Coal)		小計	10600.0(19.249%)	8738.3(23.325%)			
汽電共生(Co-Gen)		汽電共生	631.4	1392.4	-	 	
汽電共生(Co-Gen)		小計	631.4(1.147%)	1392.4(3.717%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	600.5	92.591%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	606.7	93.547%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	0.0	0.000%	故障	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	565.0	94.167%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	571.5	95.250%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.624%)	2343.7(6.256%)			
燃氣(LNG)		大潭CC#1	742.7	638.9	86.024%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	701.1	94.399%	 	
燃氣(LNG)		大潭CC#3	724.7	560.9	77.398%	 	
燃氣(LNG)		大潭CC#4	724.7	597.1	82.393%	 	
燃氣(LNG)		大潭CC#5	724.7	544.5	75.135%	 	
燃氣(LNG)		大潭CC#6	724.7	552.3	76.211%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	502.3	-	部分檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	840.5	94.163%	 	
燃氣(LNG)		通霄CC#2	892.6	859.3	96.269%	 	
