能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	707.1	74.353%	燃料限制	
核能(Nuclear)		核三#2	951.0	930.1	97.802%	 	
核能(Nuclear)		小計	1902.0(3.454%)	1637.2(4.650%)			
燃煤(Coal)		林口#1	800.0	752.3	94.037%	 	
燃煤(Coal)		林口#2	800.0	761.1	95.137%	 	
燃煤(Coal)		林口#3	800.0	751.7	93.963%	 	
燃煤(Coal)		台中#1	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#2	550.0	511.3	92.964%	 	
燃煤(Coal)		台中#3	550.0	517.6	94.109%	 	
燃煤(Coal)		台中#4	550.0	512.9	93.255%	環保測試 	
燃煤(Coal)		台中#5	550.0	529.2	96.218%	測試運轉 	
燃煤(Coal)		台中#6	550.0	531.8	96.691%	環保測試 	
燃煤(Coal)		台中#7	550.0	529.6	96.291%	 	
燃煤(Coal)		台中#8	550.0	532.5	96.818%	 	
燃煤(Coal)		台中#9	550.0	484.7	88.127%	環保限制	
燃煤(Coal)		台中#10	550.0	475.5	86.455%	環保測試 	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	509.8	92.691%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	518.6	94.291%	環保測試 	
燃煤(Coal)		大林#1	800.0	758.6	94.825%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(19.249%)	9436.6(26.803%)			
汽電共生(Co-Gen)		汽電共生	631.4	1645.7	-	 	
汽電共生(Co-Gen)		小計	631.4(1.147%)	1645.7(4.674%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	591.2	91.157%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	607.9	93.732%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	0.0	0.000%	故障	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	563.5	93.917%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	567.6	94.600%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.624%)	2330.2(6.618%)			
