能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	935.8	98.402%	 	
核能(Nuclear)		小計	1902.0(3.442%)	935.8(3.450%)			
燃煤(Coal)		林口#1	800.0	752.7	94.088%	 	
燃煤(Coal)		林口#2	800.0	761.6	95.200%	 	
燃煤(Coal)		林口#3	800.0	754.5	94.312%	 	
燃煤(Coal)		台中#1	550.0	227.6	41.382%	環保限制	
燃煤(Coal)		台中#2	550.0	228.6	41.564%	環保限制	
燃煤(Coal)		台中#3	550.0	240.4	43.709%	環保限制	
燃煤(Coal)		台中#4	550.0	233.1	42.382%	環保限制	
燃煤(Coal)		台中#5	550.0	527.8	95.964%	測試運轉 	
燃煤(Coal)		台中#6	550.0	235.5	42.818%	環保限制	
燃煤(Coal)		台中#7	550.0	244.9	44.527%	環保限制	
燃煤(Coal)		台中#8	550.0	241.6	43.927%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	298.8	54.327%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	255.8	46.509%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	270.0	49.091%	環保限制	
燃煤(Coal)		大林#1	800.0	759.4	94.925%	 	
燃煤(Coal)		大林#2	800.0	757.9	94.738%	 	
燃煤(Coal)		小計	10600.0(19.181%)	6790.2(25.032%)			
汽電共生(Co-Gen)		汽電共生	631.4	754.3	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	754.3(2.781%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	557.8	86.007%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	559.2	86.223%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	276.1	46.017%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	565.4	94.233%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	571.6	95.267%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.604%)	2530.1(9.327%)			
燃氣(LNG)		大潭CC#1	742.7	621.1	83.627%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	662.6	89.215%	 	
燃氣(LNG)		大潭CC#3	724.7	622.0	85.829%	 	
燃氣(LNG)		大潭CC#4	724.7	617.3	85.180%	 	
燃氣(LNG)		大潭CC#5	724.7	554.2	76.473%	 	
燃氣(LNG)		大潭CC#6	724.7	648.6	89.499%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	1057.9	-	 	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	853.5	95.620%	 	
燃氣(LNG)		通霄CC#2	892.6	872.0	97.692%	 	
燃氣(LNG)		通霄CC#3	892.6	873.8	97.894%	 	
燃氣(LNG)		通霄CC#4	386.0	200.1	51.839%	部分檢修	
燃氣(LNG)		通霄CC#5	386.0	330.0	85.492%	 	
