能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	934.7	98.286%	 	
核能(Nuclear)		小計	1902.0(3.362%)	934.7(2.881%)			
燃煤(Coal)		林口#1	800.0	752.5	94.062%	 	
燃煤(Coal)		林口#2	800.0	752.2	94.025%	 	
燃煤(Coal)		林口#3	800.0	754.5	94.312%	 	
燃煤(Coal)		台中#1	550.0	267.4	48.618%	友善降載減排	
燃煤(Coal)		台中#2	550.0	268.9	48.891%	友善降載減排	
燃煤(Coal)		台中#3	550.0	274.8	49.964%	友善降載減排	
燃煤(Coal)		台中#4	550.0	273.2	49.673%	友善降載減排	
燃煤(Coal)		台中#5	550.0	234.9	42.709%	友善降載減排	
燃煤(Coal)		台中#6	550.0	530.6	96.473%	測試運轉 	
燃煤(Coal)		台中#7	550.0	336.4	61.164%	友善降載減排	
燃煤(Coal)		台中#8	550.0	234.0	42.545%	友善降載減排	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	295.5	53.727%	友善降載減排	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	258.1	46.927%	友善降載減排	
燃煤(Coal)		興達#4(註12)	550.0	265.3	48.236%	友善降載減排	
燃煤(Coal)		大林#1	800.0	754.6	94.325%	 	
燃煤(Coal)		大林#2	800.0	369.2	46.150%	運轉限制	
燃煤(Coal)		小計	10600.0(18.736%)	6622.1(20.413%)			
汽電共生(Co-Gen)		汽電共生	631.4	775.2	-	 	
汽電共生(Co-Gen)		小計	631.4(1.116%)	775.2(2.390%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	498.2	76.818%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	660.0	464.7	70.409%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	282.5	47.083%	友善降載減排	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	527.3	87.883%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	570.2	95.033%	 	
民營電廠-燃煤(IPP-Coal)		小計	3108.6(5.495%)	2342.9(7.222%)			
燃氣(LNG)		大潭CC#1	742.7	635.3	85.539%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	641.0	86.307%	 	
燃氣(LNG)		大潭CC#3	724.7	539.6	74.458%	 	
燃氣(LNG)		大潭CC#4	724.7	0.0	0.000%	歲修	
燃氣(LNG)		大潭CC#5	724.7	665.1	91.776%	 	
燃氣(LNG)		大潭CC#6	724.7	675.4	93.197%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8	1123.6	1038.5	92.426%	 	
燃氣(LNG)		大潭CC#9(註10)	-	1054.0	-	新機組試俥	
燃氣(LNG)		通霄CC#1	892.6	843.4	94.488%	 	
燃氣(LNG)		通霄CC#2	892.6	861.2	96.482%	 	
燃氣(LNG)		通霄CC#3	892.6	861.0	96.460%	 	
燃氣(LNG)		通霄CC#4	386.0	335.8	86.995%	 	
燃氣(LNG)		通霄CC#5	386.0	329.8	85.440%	 	
燃氣(LNG)		通霄CC#6	321.2	284.8	88.667%	 	
