能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	934.7	98.286%	 	
核能(Nuclear)		小計	1902.0(3.362%)	934.7(2.807%)			
燃煤(Coal)		林口#1	800.0	752.3	94.037%	 	
燃煤(Coal)		林口#2	800.0	756.8	94.600%	 	
燃煤(Coal)		林口#3	800.0	751.6	93.950%	 	
燃煤(Coal)		台中#1	550.0	462.8	84.145%	環保限制	
燃煤(Coal)		台中#2	550.0	464.5	84.455%	環保限制	
燃煤(Coal)		台中#3	550.0	478.4	86.982%	環保限制	
燃煤(Coal)		台中#4	550.0	462.1	84.018%	環保限制	
燃煤(Coal)		台中#5	550.0	467.2	84.945%	環保限制	
燃煤(Coal)		台中#6	550.0	531.2	96.582%	測試運轉 	
燃煤(Coal)		台中#7	550.0	481.9	87.618%	環保限制	
燃煤(Coal)		台中#8	550.0	490.2	89.127%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	453.1	82.382%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	421.3	76.600%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	421.6	76.655%	環保限制	
燃煤(Coal)		大林#1	800.0	753.1	94.137%	 	
燃煤(Coal)		大林#2	800.0	754.6	94.325%	 	
燃煤(Coal)		小計	10600.0(18.736%)	8902.7(26.739%)			
汽電共生(Co-Gen)		汽電共生	631.4	744.8	-	 	
汽電共生(Co-Gen)		小計	631.4(1.116%)	744.8(2.237%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	553.4	85.329%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	660.0	515.4	78.091%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	283.0	47.167%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	525.3	87.550%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	571.0	95.167%	 	
民營電廠-燃煤(IPP-Coal)		小計	3108.6(5.495%)	2448.1(7.353%)			
燃氣(LNG)		大潭CC#1	742.7	637.1	85.782%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	697.4	93.901%	 	
燃氣(LNG)		大潭CC#3	724.7	411.1	56.727%	運轉限制	
燃氣(LNG)		大潭CC#4	724.7	0.0	0.000%	歲修	
燃氣(LNG)		大潭CC#5	724.7	680.7	93.929%	 	
燃氣(LNG)		大潭CC#6	724.7	671.0	92.590%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8	1123.6	1053.9	93.797%	 	
燃氣(LNG)		大潭CC#9(註10)	-	1077.2	-	新機組試俥	
燃氣(LNG)		通霄CC#1	892.6	850.8	95.317%	 	
燃氣(LNG)		通霄CC#2	892.6	870.7	97.546%	 	
燃氣(LNG)		通霄CC#3	892.6	868.4	97.289%	 	
燃氣(LNG)		通霄CC#4	386.0	348.2	90.207%	 	
燃氣(LNG)		通霄CC#5	386.0	330.7	85.674%	 	
燃氣(LNG)		通霄CC#6	321.2	305.5	95.112%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	 	
