能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	941.5	99.001%	 	
核能(Nuclear)		小計	1902.0(3.441%)	941.5(2.771%)			
燃煤(Coal)		林口#1	800.0	751.1	93.887%	 	
燃煤(Coal)		林口#2	800.0	761.5	95.188%	 	
燃煤(Coal)		林口#3	800.0	755.2	94.400%	 	
燃煤(Coal)		台中#1	550.0	500.7	91.036%	 	
燃煤(Coal)		台中#2	550.0	513.2	93.309%	 	
燃煤(Coal)		台中#3	550.0	521.2	94.764%	 	
燃煤(Coal)		台中#4	550.0	505.3	91.873%	 	
燃煤(Coal)		台中#5	550.0	526.4	95.709%	測試運轉 	
燃煤(Coal)		台中#6	550.0	534.2	97.127%	 	
燃煤(Coal)		台中#7	550.0	528.8	96.145%	 	
燃煤(Coal)		台中#8	550.0	534.4	97.164%	 	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	462.8	84.145%	 	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	486.7	88.491%	 	
燃煤(Coal)		興達#4(註12)	550.0	464.7	84.491%	 	
燃煤(Coal)		大林#1	800.0	761.0	95.125%	 	
燃煤(Coal)		大林#2	800.0	759.4	94.925%	 	
燃煤(Coal)		小計	10600.0(19.179%)	9366.6(27.570%)			
汽電共生(Co-Gen)		汽電共生	631.4	1527.1	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	1527.1(4.495%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	580.8	89.554%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	594.6	91.681%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	378.8	63.133%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	565.6	94.267%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	569.2	94.867%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.604%)	2689.0(7.915%)			
燃氣(LNG)		大潭CC#1	742.7	635.4	85.553%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	700.1	94.264%	 	
燃氣(LNG)		大潭CC#3	724.7	664.0	91.624%	 	
燃氣(LNG)		大潭CC#4	724.7	661.6	91.293%	 	
燃氣(LNG)		大潭CC#5	724.7	684.4	94.439%	 	
燃氣(LNG)		大潭CC#6	724.7	688.9	95.060%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	1055.8	-	 	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	848.0	95.003%	 	
燃氣(LNG)		通霄CC#2	892.6	864.9	96.897%	 	
燃氣(LNG)		通霄CC#3	892.6	864.5	96.852%	 	
燃氣(LNG)		通霄CC#4	386.0	234.9	60.855%	部分檢修	
燃氣(LNG)		通霄CC#5	386.0	334.8	86.736%	 	
燃氣(LNG)		通霄CC#6	321.2	305.9	95.237%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	 	
燃氣(LNG)		興達CC#1	445.2	455.5	102.316%	 	
燃氣(LNG)		興達CC#2	445.2	404.7	90.905%	 	
燃氣(LNG)		興達CC#3	445.2	430.1	96.610%	 	
燃氣(LNG)		興達CC#4	445.2	389.3	87.446%	 	
燃氣(LNG)		興達CC#5	445.2	431.1	96.835%	 	
燃氣(LNG)		南部CC#1	288.8	301.9	104.536%	 	
燃氣(LNG)		南部CC#2	288.8	291.3	100.866%	 	
燃氣(LNG)		南部CC#3	288.8	307.8	106.579%	 	
燃氣(LNG)		南部CC#4	251.4	229.1	91.130%	 	
燃氣(LNG)		大林#5	-	0.0	-	停機	
燃氣(LNG)		大林#6	550.0	431.3	78.418%	 	
燃氣(LNG)		小計	12829.8(23.214%)	12215.3(35.955%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	450.4	100.089%	 	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	0.0	0.000%	故障	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	454.9	72.206%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	450.3	93.812%	 	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	488.3	96.339%	 	
民營電廠-燃氣(IPP-LNG)		星元#1	516.0	506.8	98.217%	 	
民營電廠-燃氣(IPP-LNG)		嘉惠#1	700.0	687.0	98.143%	 	
民營電廠-燃氣(IPP-LNG)		嘉惠#2	510.0	501.3	98.294%	 	
民營電廠-燃氣(IPP-LNG)		豐德#1	506.9	231.0	45.575%	 	
民營電廠-燃氣(IPP-LNG)		豐德#2	506.9	485.3	95.747%	 	
民營電廠-燃氣(IPP-LNG)		豐德#3(註10)	-	513.7	-	新機組試俥	
民營電廠-燃氣(IPP-LNG)		小計	5256.6(9.511%)	4769.0(14.037%)			
燃油(Oil)		協和#3	500.0	139.9	27.980%	環保限制	
燃油(Oil)		協和#4	500.0	135.8	27.160%	環保限制	
燃油(Oil)		澎湖尖山(註4)	129.8	43.1	33.205%	 	
燃油(Oil)		小計	1129.8(2.044%)	318.8(0.938%)			
輕油(Diesel)		核二Gas1	-	0.0	-	 	
輕油(Diesel)		核二Gas2	-	0.0	-	 	
輕油(Diesel)		核三Gas1	-	0.0	-	 	
輕油(Diesel)		核三Gas2	-	0.0	-	 	
輕油(Diesel)		台中Gas1&2	140.0	0.0	0.000%	 	
輕油(Diesel)		台中Gas3&4	140.0	0.0	0.000%	 	
輕油(Diesel)		金門塔山(註4)	113.3	52.0	45.899%	 	
輕油(Diesel)		馬祖珠山(註4)	28.6	10.7	37.360%	 	
