能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	935.8	98.402%	 	
核能(Nuclear)		小計	1902.0(3.449%)	935.8(3.218%)			
燃煤(Coal)		林口#1	800.0	748.0	93.500%	 	
燃煤(Coal)		林口#2	800.0	671.8	83.975%	 	
燃煤(Coal)		林口#3	800.0	757.2	94.650%	 	
燃煤(Coal)		台中#1	550.0	234.1	42.564%	環保限制	
燃煤(Coal)		台中#2	550.0	226.5	41.182%	運轉限制	
燃煤(Coal)		台中#3	550.0	238.8	43.418%	環保限制	
燃煤(Coal)		台中#4	550.0	228.0	41.455%	環保限制	
燃煤(Coal)		台中#5	550.0	232.9	42.345%	環保限制	
燃煤(Coal)		台中#6	550.0	463.0	84.182%	環保限制	
燃煤(Coal)		台中#7	550.0	238.6	43.382%	環保限制	
燃煤(Coal)		台中#8	550.0	235.2	42.764%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	289.5	52.636%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	258.1	46.927%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	285.4	51.891%	環保限制	
燃煤(Coal)		大林#1	800.0	758.6	94.825%	 	
燃煤(Coal)		大林#2	800.0	210.5	26.312%	運轉限制	
燃煤(Coal)		小計	10600.0(19.221%)	6076.2(20.895%)			
汽電共生(Co-Gen)		汽電共生	631.4	486.8	-	 	
汽電共生(Co-Gen)		小計	631.4(1.145%)	486.8(1.674%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	367.2	56.619%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	368.9	56.881%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	281.0	46.833%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	427.1	71.183%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	573.6	95.600%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.616%)	2017.8(6.939%)			
燃氣(LNG)		大潭CC#1	742.7	619.8	83.452%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	643.8	86.684%	 	
燃氣(LNG)		大潭CC#3	724.7	563.4	77.743%	 	
燃氣(LNG)		大潭CC#4	724.7	534.9	73.810%	 	
燃氣(LNG)		大潭CC#5	724.7	546.4	75.397%	 	
燃氣(LNG)		大潭CC#6	724.7	541.4	74.707%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	505.0	-	 	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	824.4	92.359%	 	
燃氣(LNG)		通霄CC#2	892.6	840.6	94.174%	 	
燃氣(LNG)		通霄CC#3	892.6	848.7	95.082%	 	
燃氣(LNG)		通霄CC#4	386.0	298.7	77.383%	運轉限制	
燃氣(LNG)		通霄CC#5	386.0	312.6	80.984%	 	
