能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	711.7	74.837%	燃料限制	
核能(Nuclear)		核三#2	951.0	933.5	98.160%	 	
核能(Nuclear)		小計	1902.0(3.454%)	1645.2(5.067%)			
燃煤(Coal)		林口#1	800.0	750.5	93.812%	 	
燃煤(Coal)		林口#2	800.0	757.0	94.625%	 	
燃煤(Coal)		林口#3	800.0	673.4	84.175%	 	
燃煤(Coal)		台中#1	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#2	550.0	414.5	75.364%	環保限制	
燃煤(Coal)		台中#3	550.0	427.9	77.800%	環保限制	
燃煤(Coal)		台中#4	550.0	429.2	78.036%	環保限制	
燃煤(Coal)		台中#5	550.0	258.8	47.055%	測試運轉 	
燃煤(Coal)		台中#6	550.0	447.2	81.309%	環保限制	
燃煤(Coal)		台中#7	550.0	431.8	78.509%	環保限制	
燃煤(Coal)		台中#8	550.0	437.9	79.618%	環保限制	
燃煤(Coal)		台中#9	550.0	467.7	85.036%	環保限制	
燃煤(Coal)		台中#10	550.0	456.2	82.945%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	373.6	67.927%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	370.0	67.273%	環保限制	
燃煤(Coal)		大林#1	800.0	761.6	95.200%	 	
燃煤(Coal)		大林#2	800.0	634.5	79.312%	運轉限制	
燃煤(Coal)		小計	10600.0(19.247%)	8091.8(24.920%)			
汽電共生(Co-Gen)		汽電共生	631.4	464.9	-	 	
汽電共生(Co-Gen)		小計	631.4(1.146%)	464.9(1.432%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	564.9	87.102%	 	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	573.1	88.366%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	325.8	54.300%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	523.3	87.217%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	574.4	95.733%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.624%)	2561.5(7.888%)			
燃氣(LNG)		大潭CC#1	742.7	624.8	84.125%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	693.8	93.416%	 	
燃氣(LNG)		大潭CC#3	724.7	632.2	87.236%	 	
燃氣(LNG)		大潭CC#4	724.7	625.8	86.353%	 	
燃氣(LNG)		大潭CC#5	724.7	632.7	87.305%	 	
燃氣(LNG)		大潭CC#6	724.7	655.7	90.479%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	 	
燃氣(LNG)		大潭CC#8(註10)	-	510.1	-	部分檢修	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	838.9	93.984%	 	
燃氣(LNG)		通霄CC#2	892.6	855.2	95.810%	 	
燃氣(LNG)		通霄CC#3	892.6	392.2	43.939%	部分檢修	
燃氣(LNG)		通霄CC#4	386.0	318.8	82.591%	 	
燃氣(LNG)		通霄CC#5	386.0	320.9	83.135%	 	
燃氣(LNG)		通霄CC#6	321.2	305.1	94.988%	 	
燃氣(LNG)		通霄GT#9	180.9	0.0	0.000%	部分故障	
燃氣(LNG)		興達CC#1	445.2	330.6	74.260%	 	
燃氣(LNG)		興達CC#2	445.2	404.8	90.927%	 	
燃氣(LNG)		興達CC#3	445.2	391.4	87.918%	 	
燃氣(LNG)		興達CC#4	445.2	365.2	82.032%	 	
燃氣(LNG)		興達CC#5	445.2	429.3	96.431%	 	
燃氣(LNG)		南部CC#1	288.8	246.2	85.249%	 	
燃氣(LNG)		南部CC#2	288.8	218.0	75.485%	 	
燃氣(LNG)		南部CC#3	288.8	251.0	86.911%	 	
燃氣(LNG)		南部CC#4	251.4	206.7	82.220%	 	
燃氣(LNG)		大林#5	-	0.0	-	 	
燃氣(LNG)		大林#6	550.0	223.3	40.600%	 	
燃氣(LNG)		小計	12829.8(23.296%)	10472.7(32.252%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	0.0	0.000%	檢修	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	437.5	97.222%	 	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	436.2	69.238%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	95.3	19.854%	檢修	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	0.0	0.000%	配合綠電先行	
民營電廠-燃氣(IPP-LNG)		星元#1	516.0	246.0	47.674%	部分檢修	
民營電廠-燃氣(IPP-LNG)		嘉惠#1	700.0	0.0	0.000%	檢修	
民營電廠-燃氣(IPP-LNG)		嘉惠#2	510.0	502.2	98.471%	 	
