能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	937.0	98.528%	 	
核能(Nuclear)		小計	1902.0(3.442%)	937.0(2.603%)			
燃煤(Coal)		林口#1	800.0	749.8	93.725%	測試運轉 	
燃煤(Coal)		林口#2	800.0	759.4	94.925%	 	
燃煤(Coal)		林口#3	800.0	756.1	94.512%	 	
燃煤(Coal)		台中#1	550.0	369.4	67.164%	環保限制	
燃煤(Coal)		台中#2	550.0	368.2	66.945%	環保限制	
燃煤(Coal)		台中#3	550.0	377.5	68.636%	環保限制	
燃煤(Coal)		台中#4	550.0	375.2	68.218%	環保限制	
燃煤(Coal)		台中#5	550.0	516.8	93.964%	測試運轉 	
燃煤(Coal)		台中#6	550.0	388.2	70.582%	環保限制	
燃煤(Coal)		台中#7	550.0	381.0	69.273%	環保限制	
燃煤(Coal)		台中#8	550.0	385.5	70.091%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	382.3	69.509%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	256.6	46.655%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	267.7	48.673%	環保限制	
燃煤(Coal)		大林#1	800.0	757.9	94.738%	 	
燃煤(Coal)		大林#2	800.0	756.4	94.550%	 	
燃煤(Coal)		小計	10600.0(19.180%)	7848.0(21.798%)			
汽電共生(Co-Gen)		汽電共生	631.4	543.8	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	543.8(1.510%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	582.2	89.769%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	601.9	92.807%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	278.9	46.483%	運轉限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	565.4	94.233%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	570.0	95.000%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.604%)	2598.4(7.217%)			
燃氣(LNG)		大潭CC#1	742.7	589.8	79.413%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	609.0	81.998%	 	
燃氣(LNG)		大潭CC#3	724.7	560.9	77.398%	 	
燃氣(LNG)		大潭CC#4	724.7	550.2	75.921%	 	
燃氣(LNG)		大潭CC#5	724.7	545.4	75.259%	 	
燃氣(LNG)		大潭CC#6	724.7	542.7	74.886%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	1049.0	-	 	
